Name,Team,G,PA,HR,R,RBI,SB,BB%,K%,ISO,BABIP,AVG,OBP,SLG,wOBA,xwOBA,wRC+,BsR,Off,Def,WAR,RE24,NameASCII,PlayerId,MLBAMID
"Juan Soto","WSN",151,654,29,111,95,9,0.221712538,0.142201834,0.221115538,0.332467532,0.312749003,0.464831804,0.533864541,0.42023942209839255,0.429,163.69397404985946,-3.144613855984062,49.88559515768951,-4.120085000991821,6.787712103019145,63.66600036621094,"Juan Soto",20123,665742
"Bryce Harper","PHI",141,599,35,101,84,13,0.166944908,0.223706176,0.305327869,0.359133126,0.309426229,0.42881072,0.614754098,0.4308981269751364,0.43,170.48425745080436,-0.265322201885283,53.48315880846694,-7.290309906005859,6.64566931861685,55.54600143432617,"Bryce Harper",11579,547180
"Shohei Ohtani","LAA",158,639,46,103,100,26,0.150234741,0.295774647,0.33519553,0.302631578,0.25698324,0.372456964,0.59217877,0.39348932132967457,0.408,150.46676504435462,2.284924519713968,41.7677643317853,-13.611226119101048,5.0198553375287815,53.56779861450195,"Shohei Ohtani",19755,660271
"Fernando Tatis Jr.","SDP",130,546,42,99,97,25,0.113553113,0.28021978,0.328451883,0.324041811,0.282426778,0.364468864,0.610878661,0.40267823228129634,0.407,157.6987803343458,5.671057688072324,45.77679635161091,3.774207219481468,6.8042384364260196,51.14720153808594,"Fernando Tatis Jr.",19709,665487
"Vladimir Guerrero Jr.","TOR",161,698,48,123,111,4,0.123209169,0.157593123,0.289735099,0.3125,0.311258278,0.401146131,0.600993377,0.4190476244334374,0.421,165.70161871862166,-1.3621172241400927,54.78578679727322,-15.61093020439148,6.327522710433359,50.73099899291992,"Vladimir Guerrero Jr.",19611,665489
"Freddie Freeman","ATL",159,695,31,120,83,8,0.122302158,0.153956834,0.203333333,0.321120689,0.3,0.392805755,0.503333333,0.3791464183260413,0.416,135.99503371937433,1.3838595282286406,33.231307240105046,-9.176594257354736,4.748485507350267,45.516998291015625,"Freddie Freeman",5361,518692
"Bryan Reynolds","PIT",159,646,24,93,90,5,0.116099071,0.184210526,0.220035778,0.345238095,0.302325581,0.390092879,0.522361359,0.3850083169607764,0.386,139.8216033903613,0.45104989781975746,33.200084684059966,7.841243028640747,6.2870995301652615,44.88500213623047,"Bryan Reynolds",19326,668804
"Max Muncy","LAD",144,592,36,95,94,2,0.140202702,0.202702702,0.277665996,0.257309941,0.249496981,0.368243243,0.527162977,0.37869148877857084,0.407,139.36417480433613,-1.2454760645050555,28.421282849911492,-3.272322177886963,4.511954917188499,42.98500061035156,"Max Muncy",13301,571970
"José Ramírez","CLE",152,636,36,111,103,27,0.113207547,0.136792452,0.271739131,0.255760368,0.266304347,0.355345911,0.538043478,0.37188066832554606,0.376,139.77967140015403,5.675183151150122,36.65082852487489,5.73766852170229,6.436657438964115,41.52799987792969,"Jose Ramirez",13510,608070
"Teoscar Hernández","TOR",143,595,32,92,116,12,0.060504201,0.248739495,0.227272727,0.352150537,0.296363636,0.346218487,0.523636363,0.36892860937198807,0.37,131.83245288722355,1.3842345736920834,24.573614041388566,-4.912622928619385,4.016719488312302,41.137001037597656,"Teoscar Hernandez",13066,606192
"Brandon Lowe","TBR",149,615,39,97,99,7,0.110569105,0.271544715,0.276635514,0.280120481,0.246728971,0.339837398,0.523364485,0.36336161920559973,0.36,136.42345818863697,1.8421468494925648,29.267886532341965,-5.781715154647827,4.469037093465111,41.128299713134766,"Brandon Lowe",18882,664040
"Nick Castellanos","CIN",138,585,34,95,100,3,0.07008547,0.206837606,0.267419962,0.340314136,0.308851224,0.362393162,0.576271186,0.3912440283545132,0.374,140.28213426297262,0.1536582694388926,30.153266459943694,-13.93933916091919,3.5924596802764666,39.49700164794922,"Nick Castellanos",11737,592206
"Aaron Judge","NYY",148,633,39,89,98,6,0.118483412,0.249605055,0.256363636,0.332402234,0.287272727,0.372827804,0.543636363,0.38704453784199033,0.418,149.9826024255484,0.16697619413025677,38.90385557496182,-6.0118560791015625,5.474081240321093,39.48099899291992,"Aaron Judge",15640,592450
"Starling Marte","- - -",120,526,12,89,55,47,0.081749049,0.188212927,0.147751606,0.371508379,0.310492505,0.382857142,0.458244111,0.36442603025564047,0.347,131.97125607507425,10.189843014581129,31.22229555763529,2.6338201761245728,5.182172235554787,37.558000564575195,"Starling Marte",9241,516782
"Jared Walsh","LAA",144,585,29,70,98,2,0.082051282,0.259829059,0.232075472,0.335227272,0.27735849,0.34017094,0.509433962,0.357296056389191,0.326,126.00826978569862,-1.506674193078652,17.12146113136748,-13.573738098144531,2.366583314177603,37.01300048828125,"Jared Walsh",18607,665120
"Brandon Crawford","SFG",138,549,24,79,90,11,0.102003642,0.19125683,0.223602485,0.334261838,0.298136645,0.373406193,0.52173913,0.37713274529845237,0.356,139.67776093736074,-1.6118415626697242,26.11923595244073,17.460928916931152,6.215595883751749,35.375,"Brandon Crawford",5343,543063
"Joey Votto","CIN",129,533,36,73,99,1,0.14446529,0.238273921,0.296875,0.287197231,0.265625,0.375234521,0.5625,0.39131762305066076,0.406,140.32996458469697,-1.8610870554111898,25.504344007598,-8.032561302185059,3.5437823549297636,35.329002380371094,"Joey Votto",4314,458015
"Kyle Tucker","HOU",140,567,30,83,92,14,0.093474426,0.158730158,0.262845849,0.304347826,0.294466403,0.359292035,0.557312252,0.3825180579509054,0.396,145.74856673743847,2.9535390734672546,34.71223112009257,-4.395801424980164,4.98895182644935,34.87179946899414,"Kyle Tucker",18345,663656
"Paul Goldschmidt","STL",158,679,31,102,99,12,0.098674521,0.20029455,0.220563847,0.331065759,0.293532338,0.365243004,0.514096185,0.3734484329885711,0.397,135.91614470511175,1.4480755587574095,32.49415259948774,-7.1225361824035645,4.826750970955006,34.53300094604492,"Paul Goldschmidt",9218,502671
"Corey Seager","LAD",95,409,16,54,57,1,0.117359413,0.161369193,0.21529745,0.335766423,0.305949008,0.393643031,0.521246458,0.38931151602133485,0.392,146.26629338533422,-0.11073788767680526,23.979176656933344,0.43305492401123047,3.8228853871984194,33.80699920654297,"Corey Seager",13624,608369
"Carlos Correa","HOU",148,640,26,104,92,0,0.1171875,0.18125,0.205405405,0.307875894,0.279279279,0.365625,0.484684684,0.36358570921757377,0.373,132.95456314337574,-1.1641362782102078,24.658322303063297,16.194140911102295,6.296380465816239,32.94900131225586,"Carlos Correa",14162,621043
"C.J. Cron","COL",142,547,28,70,92,1,0.109689213,0.213893967,0.248936171,0.316109422,0.280851063,0.37477148,0.529787234,0.3829898721374133,0.364,125.40412691581508,-2.6574887367896736,15.03295978088471,-10.122894644737244,2.3312162479653926,32.88399887084961,"C.J. Cron",12546,543068
"Mitch Haniger","SEA",157,691,39,110,100,1,0.078147612,0.244573082,0.232258064,0.28095238,0.253225806,0.31837916,0.48548387,0.3398648047135773,0.35,120.25803875095716,-2.1935626924969256,14.945122497755762,-16.826581954956055,2.1865266601459217,32.5453987121582,"Mitch Haniger",14274,571745
"Trea Turner","- - -",148,646,28,107,77,32,0.063467492,0.170278637,0.208403361,0.362255965,0.327731092,0.374613003,0.536134453,0.3861617553308143,0.364,142.50758213473318,7.616729717934504,42.574696436730406,6.880758285522461,7.130828717438341,31.98900032043457,"Trea Turner",16252,607208
"José Abreu","CHW",152,659,30,86,117,1,0.092564491,0.216995447,0.219081273,0.29280397,0.261484098,0.350531107,0.480565371,0.3539355836990403,0.349,124.63052342896387,-1.9940210371278226,17.87887279863288,-13.026520848274231,2.751767326592738,31.34000015258789,"Jose Abreu",15676,547989
"Jesse Winker","CIN",110,485,24,77,71,1,0.10927835,0.154639175,0.250591016,0.324074074,0.304964539,0.393814432,0.555555555,0.40333832627978206,0.39,148.14240397094358,-3.733170219929889,25.991480170176345,-10.016193866729736,3.2323584092939295,31.29800033569336,"Jesse Winker",13590,608385
"Manny Machado","SDP",153,640,28,92,106,12,0.0984375,0.159375,0.210992908,0.28988764,0.278368794,0.346875,0.489361702,0.34968837026565797,0.376,123.25985632199338,-0.2916458377148956,18.659446410392974,4.465749382972717,4.470383574552729,30.881999969482422,"Manny Machado",11493,592518
"Rafael Devers","BOS",156,664,38,101,113,5,0.093373493,0.215361445,0.258883248,0.306763285,0.279187817,0.352409638,0.538071065,0.37304485261531,0.394,132.50393810827188,-0.2989134171511978,26.125546423898548,-6.588507175445557,4.241465503329211,29.75899887084961,"Rafael Devers",17350,646240
"Bo Bichette","TOR",159,690,29,121,102,25,0.057971014,0.198550724,0.1859375,0.338912133,0.2984375,0.34347826,0.484375,0.3538593011489813,0.355,121.6489946021056,4.867356549715623,23.156311052994788,1.771315097808838,4.871378684463327,29.429399490356445,"Bo Bichette",19612,666182
"Austin Riley","ATL",160,662,33,91,107,0,0.078549848,0.253776435,0.227118644,0.367758186,0.30338983,0.367069486,0.530508474,0.3794858197371165,0.366,136.21561590172186,-0.560534383635968,29.960630762291622,-1.3659647703170776,5.092794113412321,29.269001007080078,"Austin Riley",18360,663586
"Yasmani Grandal","CHW",93,375,23,60,62,0,0.232,0.218666666,0.279569892,0.245810055,0.240143369,0.419786096,0.519713261,0.4022374873492807,0.412,157.27173121599688,-4.2381953813601285,22.05683249669533,0.7284739017486572,3.573799983477577,29.03299903869629,"Yasmani Grandal",11368,518735
"Kyle Schwarber","- - -",113,471,32,76,71,1,0.135881104,0.269639065,0.288220551,0.305785123,0.26566416,0.373673036,0.553884711,0.3916120416306435,0.399,145.2543943368363,-2.5760640343651175,24.07300680534667,-12.87343168258667,2.7191107765078275,28.96560001373291,"Kyle Schwarber",16478,656941
"Austin Meadows","TBR",142,591,27,79,106,4,0.099830795,0.20642978,0.223938224,0.24933687,0.233590733,0.314720812,0.457528957,0.3273075488554377,0.326,112.05902712211756,-1.8403759589418769,6.885354824085496,-12.274503946304321,1.4910596372213423,27.475200653076172,"Austin Meadows",15672,640457
"Matt Olson","OAK",156,673,39,101,111,4,0.1307578,0.167904903,0.269026548,0.268867924,0.27079646,0.371471025,0.539823008,0.3785553321174702,0.378,146.75145649450036,-0.30663754884153605,38.21566752732282,-11.892916344106197,4.952840777678353,27.472002029418945,"Matt Olson",14344,621566
"Jorge Polanco","MIN",152,644,33,97,98,11,0.069875776,0.183229813,0.234693878,0.282167042,0.268707482,0.322981366,0.50340136,0.349227445373624,0.348,123.67908466481015,1.4252497828565538,20.09561590078683,-2.4630298614501953,3.9817493975275573,27.077499389648438,"Jorge Polanco",13152,593871
"Yuli Gurriel","HOU",143,605,15,83,81,1,0.097520661,0.112396694,0.143396226,0.335511982,0.318867924,0.383471074,0.46226415,0.3632308445364286,0.326,132.71475454540797,-1.3495766203850508,22.883083858170217,-11.83623719215393,3.187306726414124,25.91699981689453,"Yuli Gurriel",19198,493329
"Ketel Marte","ARI",90,374,14,52,50,2,0.0828877,0.160427807,0.214705883,0.352059925,0.317647058,0.377005347,0.532352941,0.3847397768272544,0.372,140.77644158927754,-1.3299433658830822,18.084644239710094,-7.080234408378601,2.3607519009886713,25.753599166870117,"Ketel Marte",13613,606466
"Jonathan India","CIN",150,631,21,98,69,12,0.112519809,0.223454833,0.189849624,0.326203208,0.268796992,0.376190476,0.458646616,0.3626584939433585,0.352,121.70395704205981,-0.2782406702172011,17.15650130087146,-4.336163520812988,3.4068053188986784,25.74660301208496,"Jonathan India",21523,663697
"Cedric Mullins","BAL",159,675,30,91,59,30,0.087407407,0.185185185,0.227574751,0.32150776,0.290697674,0.359583952,0.518272425,0.3716875475734027,0.344,135.59351174497044,2.491175217786804,31.906704567646038,4.7067906856536865,5.991622968034556,25.47690200805664,"Cedric Mullins",17929,656775
"AJ Pollock","LAD",117,422,21,53,69,9,0.071090047,0.189573459,0.239583333,0.326315789,0.296875,0.355450236,0.536458333,0.3748424556551938,0.359,136.86262914607624,0.9175897238310426,20.721274368107785,-3.452999472618103,3.1502252131500983,25.407001495361328,"AJ Pollock",9256,572041
"Kris Bryant","- - -",144,586,25,86,73,10,0.105802047,0.230375426,0.216374269,0.312676056,0.265107212,0.35324232,0.481481481,0.3562471184533896,0.346,124.3297865166277,2.5355965457856655,20.68586939749572,-9.470220506191254,3.094617482341523,25.25399875640869,"Kris Bryant",15429,592178
"Frank Schwindel","- - -",64,259,14,44,43,2,0.061776061,0.158301158,0.26446281,0.347593582,0.32644628,0.37065637,0.59090909,0.4030216647029387,0.332,154.23156339854407,-0.9426223139744252,17.006503755799358,-6.17771714925766,1.958056212934345,25.19599962234497,"Frank Schwindel",15351,643524
"Tyler O'Neill","STL",138,537,34,89,80,15,0.0707635,0.312849162,0.273858922,0.366197183,0.286307053,0.351955307,0.560165975,0.3838341801082178,0.389,142.66600104101735,2.7761974709574133,31.943983758051132,2.8650922775268555,5.295731662626714,25.18400001525879,"Tyler O'Neill",15711,641933
"J.D. Martinez","BOS",148,634,28,92,99,0,0.086750788,0.236593059,0.231578947,0.340050377,0.285964912,0.349131121,0.517543859,0.36397208599002356,0.374,126.37279133683903,-1.7390396478585899,18.732354172726797,-13.195704400539398,2.7344524129168613,24.472000122070312,"J.D. Martinez",6184,502110
"Buster Posey","SFG",113,454,18,68,56,0,0.123348017,0.191629955,0.194936709,0.349315068,0.303797468,0.389867841,0.498734177,0.37888653002231315,0.361,140.81757252662743,-3.253193476004526,20.338019420798204,17.507739067077637,5.321213613142543,23.658998489379883,"Buster Posey",9166,457763
"Ronald Acuña Jr.","ATL",82,360,24,72,52,17,0.136111111,0.236111111,0.313131313,0.310880829,0.282828282,0.394444444,0.595959595,0.41197204473298354,0.429,157.32891175727008,2.8008682057261467,29.074701654547084,2.2362825870513916,4.349935922156879,23.622100830078125,"Ronald Acuna Jr.",18401,660670
"Mookie Betts","LAD",122,550,23,93,58,10,0.123636363,0.156363636,0.223175966,0.276243093,0.263948497,0.367272727,0.487124463,0.3653867228405319,0.357,130.7172033703091,0.5686751340981573,22.076258080793963,-1.5395272970199585,3.9082701212084285,23.546998977661133,"Mookie Betts",13611,605141
"Brandon Belt","SFG",97,381,29,65,59,3,0.125984251,0.270341207,0.323076923,0.30927835,0.273846153,0.377952755,0.596923076,0.40626257705310037,0.374,158.60968534952224,-0.45176463574171066,27.97592788859575,-5.046732068061829,3.5800455058302947,23.46299934387207,"Brandon Belt",10264,474832
"Jesús Aguilar","MIA",131,510,22,49,93,0,0.090196078,0.182352941,0.198218263,0.278592375,0.260579064,0.328712871,0.458797327,0.3337548006318524,0.334,107.42433740010178,-1.7829719979781657,3.0373396792091825,-7.080128788948059,1.3090825761038718,23.017000198364258,"Jesus Aguilar",11342,542583
"Pete Alonso","NYM",152,637,37,81,94,3,0.094191522,0.199372056,0.256684492,0.274314214,0.262032085,0.343799058,0.518716577,0.36261472139041134,0.377,131.02243880746173,-2.2919827443547547,22.86523523655831,-8.459312438964844,3.585970635028528,22.892000198364258,"Pete Alonso",19251,624413
"Chris Taylor","LAD",148,582,20,92,73,13,0.108247422,0.28694158,0.183431953,0.3374613,0.254437869,0.344234079,0.437869822,0.3380622528171704,0.329,112.95861123556014,3.9496203537564725,13.550890504307572,-6.574817359447479,2.656045854765087,22.539499282836914,"Chris Taylor",13757,621035
"Jose Altuve","HOU",146,678,31,117,83,5,0.097345132,0.134218289,0.211314476,0.280412371,0.277870216,0.350073855,0.489184692,0.35684171336694714,0.332,128.39714090450926,1.230510940309614,24.803050155797713,4.338778734207153,5.252711284163721,22.40920066833496,"Jose Altuve",5417,514888
"Luis Urías","MIL",150,570,23,77,75,5,0.110526315,0.203508771,0.195918368,0.279661016,0.248979591,0.344522968,0.444897959,0.34041283450372267,0.333,111.9668099198119,0.518868480110541,9.20248212442547,-5.167072296142578,2.3208293549678634,22.313501358032227,"Luis Urias",16622,649966
"Justin Turner","LAD",151,612,27,87,87,3,0.099673202,0.160130718,0.193245779,0.292270531,0.277673545,0.361111111,0.470919324,0.3584584999902576,0.359,126.21444508400096,-2.7846226347610354,17.639308381250853,2.2270999550819397,4.049479642797797,22.160999298095703,"Justin Turner",5235,457759
"Nelson Cruz","- - -",140,584,32,79,86,3,0.087328767,0.215753424,0.231968811,0.285714285,0.265107212,0.334482758,0.497076023,0.3462238475941775,0.363,123.01302908286998,-3.3924871389754117,13.062164415945055,-14.338201232254505,1.8794419803340645,21.969000339508057,"Nelson Cruz",2434,443558
"Yordan Alvarez","HOU",144,598,33,92,104,1,0.08361204,0.242474916,0.253258845,0.320441988,0.277467411,0.346153846,0.530726256,0.36949795674877006,0.386,136.9499108537178,-0.4084105135407299,26.64466442754933,-12.509244233369827,3.472953126832355,21.868999481201172,"Yordan Alvarez",19556,670541
"Ty France","SEA",152,650,18,85,73,0,0.07076923,0.163076923,0.154115587,0.326710816,0.290718038,0.367692307,0.444833625,0.35304897647058286,0.346,129.1675693760138,-0.6959379154723138,22.516227287643392,-12.695223331451416,3.2190645304760985,21.302000045776367,"Ty France",17982,664034
"Jeimer Candelario","DET",149,626,16,75,67,0,0.103833865,0.215654952,0.172351885,0.332512315,0.271095152,0.351437699,0.443447037,0.3443679286956787,0.356,118.85531833679906,1.089401610661298,15.540812820756402,1.6263130009174347,3.8732034059823404,21.141000747680664,"Jeimer Candelario",13621,600869
"Luis Robert Jr.","CHW",68,296,13,42,43,6,0.047297297,0.206081081,0.229090909,0.394088669,0.338181818,0.378378378,0.567272727,0.39890533827118957,0.382,155.0199489420947,0.20236871135421097,20.14185433783284,4.128818452358246,3.4511969953769865,20.903400421142578,"Luis Robert Jr.",20043,673357
"Mark Canha","OAK",141,625,17,93,61,12,0.1232,0.2048,0.156069364,0.27393617,0.231213872,0.3584,0.387283236,0.33302490367889404,0.332,115.98314172873634,0.46405329811386764,12.694553651798643,-5.163810610771179,2.90347481980581,20.801801681518555,"Mark Canha",11445,592192
"Giancarlo Stanton","NYY",139,579,35,64,97,0,0.10880829,0.271157167,0.243137255,0.323987538,0.272549019,0.354058721,0.515686274,0.36953522672290207,0.363,138.1502517466922,-3.05662946915254,23.98781273693241,-13.53451931476593,3.038417578481991,20.74199867248535,"Giancarlo Stanton",4949,519317
"Javier Báez","- - -",138,547,31,80,87,18,0.051188299,0.336380255,0.229083665,0.351724137,0.264940239,0.318681318,0.494023904,0.3440072793951806,0.321,116.63502616195355,4.480751910945401,16.06473883099988,6.710313498973846,4.122633362132924,20.698999404907227,"Javier Baez",12979,595879
"Nolan Arenado","STL",157,653,34,81,105,2,0.076569678,0.147013782,0.239460371,0.24893617,0.254637436,0.312404287,0.494097807,0.335943981750991,0.311,111.5414266521601,1.3022449694108218,10.896691371790427,9.602174997329712,4.250729870834089,20.69000244140625,"Nolan Arenado",9777,571448
"Byron Buxton","MIN",61,254,19,50,32,9,0.051181102,0.244094488,0.340425532,0.344155844,0.306382978,0.358267716,0.64680851,0.41880824105946096,0.407,170.70003080421128,2.6587386538740247,24.645202008697623,7.123577058315277,4.058704330406221,20.492000579833984,"Byron Buxton",14161,621439
"Randy Arozarena","TBR",141,604,20,94,69,20,0.092715231,0.281456953,0.185255198,0.363372093,0.274102079,0.355960264,0.459357277,0.34959715108076733,0.304,127.12177791959417,1.748707645572722,21.80530014494858,-3.203094005584717,3.9414854099167353,20.46510124206543,"Randy Arozarena",19290,668227
"Ozzie Albies","ATL",156,686,30,103,106,20,0.068513119,0.186588921,0.228934817,0.278242677,0.259141494,0.310495626,0.488076311,0.3358612113703064,0.329,107.8633138676116,5.048463000450283,11.915619907959558,1.5710833072662354,3.6585196281836185,20.405899047851562,"Ozzie Albies",16556,645277
"Xander Bogaerts","BOS",144,603,23,90,79,5,0.102819237,0.187396351,0.198487712,0.3325,0.29489603,0.369817578,0.493383742,0.36804320342132135,0.359,129.12394977901238,0.26997013320215046,21.771513889575555,-1.1659235954284668,4.138938051849667,19.91900062561035,"Xander Bogaerts",12161,593428
"Brandon Nimmo","NYM",92,386,8,51,28,5,0.139896373,0.204663212,0.144615384,0.365546218,0.292307692,0.401041666,0.436923076,0.3690706718092163,0.345,135.2182599974683,-0.10789403272792697,17.198334878976137,2.400467336177826,3.262897830963694,19.741300582885742,"Brandon Nimmo",12927,607043
"Nathaniel Lowe","TEX",157,642,18,75,72,8,0.124610591,0.252336448,0.150807899,0.339473684,0.263913824,0.356697819,0.414721723,0.33700341526418925,0.323,113.89869642660904,1.5719059729017317,12.496647080711094,-14.2838134765625,2.02755307095081,19.257999420166016,"Nathaniel Lowe",19566,663993
"Lourdes Gurriel Jr.","TOR",141,541,21,62,84,1,0.059149722,0.188539741,0.19,0.305483028,0.276,0.318518518,0.466,0.3328457169497389,0.339,107.44854459159406,-2.9349080454558134,1.998769298851844,-2.5258140563964844,1.8067424769553826,19.152000427246094,"Lourdes Gurriel Jr.",19238,666971
"Darin Ruf","SFG",117,312,16,41,43,2,0.147435897,0.278846153,0.248091603,0.34375,0.270992366,0.384615384,0.519083969,0.38433934853922935,0.381,144.36144290888666,-0.3709076920058578,17.24915712176074,1.8869974613189697,2.967738807806823,18.849199295043945,"Darin Ruf",9929,573131
"Salvador Perez","KCR",161,665,48,88,121,1,0.042105263,0.255639097,0.270967742,0.298029556,0.272580645,0.315789473,0.543548387,0.3591030183249631,0.371,125.0284922153468,-3.6535434438847005,16.724307877517184,-12.578466892242432,2.70154566257509,18.823999404907227,"Salvador Perez",7304,521692
"Willy Adames","- - -",140,555,25,77,73,5,0.102702702,0.281081081,0.219315895,0.331230283,0.261569416,0.336936936,0.480885311,0.3492630730897511,0.325,119.57147494841749,-1.2339252978563309,12.780852216939838,-0.6180343627929688,3.0961184448136905,18.690998911857605,"Willy Adames",15986,642715
"Will Smith","LAD",130,501,25,71,76,3,0.115768463,0.201596806,0.236714976,0.274247491,0.258454106,0.365269461,0.495169082,0.363903539161567,0.364,129.75325955024104,-1.6732201960403472,17.303428621202443,11.74985420703888,4.597545989552772,18.308000564575195,"Will Smith",19197,669257
"Kyle Seager","SEA",159,670,35,73,101,3,0.088059701,0.240298507,0.225538972,0.226277372,0.212271973,0.285074626,0.437810945,0.307634636938215,0.319,98.47770456403947,-4.517355038784444,-5.766105911244923,5.274343490600586,2.2536951651064254,18.253000259399414,"Kyle Seager",9785,572122
"George Springer","TOR",78,342,22,59,50,4,0.108187134,0.230994152,0.2909699,0.28643216,0.264214046,0.351906158,0.555183946,0.38122718947775225,0.361,140.1435230186328,0.5407960608135909,17.34986453930174,-2.8088892698287964,2.6336654527182053,17.917200088500977,"George Springer",12856,543807
"Francisco Lindor","NYM",125,524,20,73,63,10,0.110687022,0.183206106,0.181415929,0.24778761,0.230088495,0.322393822,0.411504424,0.31673463819555736,0.344,101.20426909111724,-0.5654893210157752,0.2378556341560678,21.44464874267578,3.9357583399340634,17.886899948120117,"Francisco Lindor",12916,596019
"Marcus Semien","TOR",162,724,45,115,102,15,0.09116022,0.201657458,0.273006135,0.275862068,0.265337423,0.334254143,0.538343558,0.367611065589262,0.336,130.94209004165356,2.1270408937707543,29.554796335156237,5.050396680831909,5.958668695357024,17.547998428344727,"Marcus Semien",12533,543760
"Adam Duvall","- - -",146,555,38,67,113,5,0.063063063,0.313513513,0.263157895,0.259868421,0.228070175,0.281081081,0.49122807,0.3242618534108792,0.33,100.90511550670323,-1.6072805454023182,-0.9677751211999666,5.182663917541504,2.2884009432737695,17.37399959564209,"Adam Duvall",10950,594807
"Avisaíl García","MIL",135,515,29,68,86,8,0.073786407,0.234951456,0.227765726,0.29113924,0.262472885,0.330097087,0.490238611,0.345797400264179,0.366,115.4663217888774,-1.0828991360031068,9.057183977765265,-3.499202013015747,2.288611437430939,16.840999603271484,"Avisail Garcia",5760,541645
"LaMonte Wade Jr.","SFG",109,381,18,52,56,6,0.086614173,0.2335958,0.229166667,0.288793103,0.25297619,0.326259946,0.482142857,0.3430570570078302,0.344,117.5314485094663,-0.3574460940435529,8.145903220344545,-2.006826639175415,1.8964111081126218,16.81279945373535,"LaMonte Wade Jr.",18126,664774
"Jake Cronenworth","SDP",152,643,21,94,71,4,0.085536547,0.139968895,0.194003528,0.2832244,0.266313932,0.34015748,0.46031746,0.34072414983437055,0.344,117.43387198234791,-0.061321106972172856,14.209602109561295,1.4526327475905418,3.7321180034961654,16.701101303100586,"Jake Cronenworth",18036,630105
"Eduardo Escobar","- - -",146,599,28,77,90,1,0.080133555,0.207011686,0.218579235,0.278894472,0.253187613,0.313856427,0.471766848,0.334217824764475,0.328,107.93560330532036,-1.0610544234514236,4.990319869019487,-0.3573610782623291,2.4782384886212383,16.525001525878906,"Eduardo Escobar",6153,500871
"Tim Anderson","CHW",123,551,17,94,61,18,0.039927404,0.215970961,0.15939279,0.372448979,0.309297912,0.337568058,0.468690702,0.34471611738204955,0.324,118.40024070724031,3.9142171496059746,16.327228710688054,7.6287758350372314,4.296161050978853,15.804800033569336,"Tim Anderson",15172,641313
"Wander Franco","TBR",70,308,7,53,39,2,0.077922077,0.12012987,0.174377224,0.310924369,0.288256227,0.347402597,0.462633451,0.3477663759674345,0.329,125.88458629008107,3.0173204734455794,12.778313471876492,0.1489243507385254,2.354978429836164,15.760000228881836,"Wander Franco",23667,677551
"Connor Joe","COL",63,211,8,23,35,0,0.123222748,0.194312796,0.184357542,0.32330827,0.284916201,0.379146919,0.469273743,0.3661861433802058,0.37,114.48312588314835,-0.30342251039110124,3.586957317328844,-1.6661940813064575,0.9019269319249918,15.548200607299805,"Connor Joe",16572,656582
"Anthony Rizzo","- - -",141,576,22,73,61,6,0.090277777,0.151041666,0.191532259,0.257653061,0.24798387,0.34375,0.439516129,0.3388930982828971,0.347,113.9422550051265,-1.7546142088249326,8.327209091764527,-6.046735167503357,2.180144674750325,15.513999938964844,"Anthony Rizzo",3473,519203
"Tyler Naquin","CIN",127,454,19,52,70,5,0.077092511,0.233480176,0.206812652,0.3183391,0.270072992,0.332599118,0.476885644,0.34482340715315696,0.34,110.11266060614551,0.7295527735259384,6.574337618510475,-7.849619001150131,1.3983392450998615,15.17340087890625,"Tyler Naquin",13359,571980
"Matt Beaty","LAD",120,234,7,35,40,2,0.085470085,0.188034188,0.132352941,0.31372549,0.269607843,0.363247863,0.401960784,0.33945824524276275,0.308,113.8658881228373,-0.8231824731919914,3.307395198615776,-6.932881593704224,0.4230944738501311,14.942000389099121,"Matt Beaty",17710,607461
"Christian Yelich","MIL",117,475,9,70,51,9,0.147368421,0.237894736,0.125313283,0.321428571,0.2481203,0.362105263,0.373433583,0.3246129763887284,0.337,101.69823981355923,1.115735968342051,2.142663676113142,-3.9347338676452637,1.4171140965007067,14.488999366760254,"Christian Yelich",11477,592885
"Tony Kemp","OAK",131,397,8,54,37,8,0.130982367,0.128463476,0.13939394,0.304347826,0.278787878,0.381679389,0.418181818,0.3513024940745521,0.321,128.33467615833194,2.054790460737422,15.827228169924476,0.3213159441947937,2.98391771213822,14.441300392150879,"Tony Kemp",14894,643393
"Josh Donaldson","MIN",135,543,26,73,72,0,0.136279926,0.209944751,0.227571116,0.267692307,0.24726477,0.351749539,0.474835886,0.35261735601037353,0.388,125.96990074267843,-1.219813103089109,16.04540925539642,-0.47187113761901855,3.4281080497310485,14.07699966430664,"Josh Donaldson",5038,518626
"Andrew McCutchen","PHI",144,574,27,78,80,6,0.141114982,0.229965156,0.221991701,0.242424242,0.221991701,0.334494773,0.443983402,0.3346588768950709,0.344,107.93689283349292,2.0437298542819917,7.8434849170397545,-12.862565517425537,1.4263343867169478,13.840801239013672,"Andrew McCutchen",9847,457705
"Hunter Renfroe","BOS",144,572,31,89,96,1,0.076923076,0.227272727,0.24184261,0.284153005,0.259117082,0.314685314,0.500959692,0.3439629382186836,0.354,112.85111412148343,-3.293756050057709,5.7061684401881205,0.3303380012512207,2.571461633443758,13.749399185180664,"Hunter Renfroe",15464,592669
