Name,Team,G,PA,HR,R,RBI,SB,BB%,K%,ISO,BABIP,AVG,OBP,SLG,wOBA,xwOBA,wRC+,BsR,Off,Def,WAR,RE24,NameASCII,PlayerId,MLBAMID
"Robert Gsellman","NYM",18,6,0,0,0,0,0.166666666,0.666666666,0,0,0,0.166666666,0,0.11528609196345012,0.136,-29.720230656380846,-0.003422521287575364,-0.9942686263147869,0.7256301045417786,-0.006767522543358662,-0.7510000467300415,"Robert Gsellman",13696,607229
"Craig Stammen","SDP",67,7,0,0,0,0,0,0.428571428,0,0.5,0.2,0.2,0.2,0.17581106424331666,0.169,10.254328438023125,-0.004833859275095165,-0.8045922323805297,0.8465684652328491,0.027741182722964837,-0.7519998550415039,"Craig Stammen",7274,489334
"Matt Thaiss","LAA",3,8,0,1,0,0,0.125,0.125,0,0.166666666,0.142857142,0.25,0.142857142,0.1963464841246605,0.296,17.242609749554678,-0.03504684055224061,-0.8456323400242516,0.10171148180961609,-0.04709830547143093,-0.7610000371932983,"Matt Thaiss",19318,642136
"Bruce Zimmermann","BAL",14,4,0,0,0,0,0,0.75,0,0,0,0,0,0,0.074,-100,0,-1.0557903227559176,0.48375341296195984,-0.04361188369408517,-0.777999997138977,"Bruce Zimmermann",20370,669145
"Nick Mears","PIT",30,1,0,0,0,0,0,1,0,0,0,0,0,0,0,-100,0,-0.2678523554740212,0.12093835324048996,-0.01137013228157015,-0.8029999732971191,"Nick Mears",25376,683232
"Joseph Odom","TBR",2,2,0,0,0,0,0,0.5,0,0,0,0,0,0,0.098,-100,0,-0.5120855061884446,0.026831675320863724,-0.04178433076996778,-0.8080000281333923,"Joseph Odom",15535,641929
"Yefry Ramírez","LAD",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.061,-100,0,-0.26320828192808843,0.12093835324048996,-0.010904446370946511,-0.8090000152587891,"Yefry Ramirez",15655,606162
"Alek Manoah","TOR",20,1,0,0,0,0,0,1,0,0,0,0,0,0,0,-100,0,-0.26626971059420323,0.12093835324048996,-0.011135823217699025,-0.815000057220459,"Alek Manoah",26410,666201
"Joan Adon","WSN",1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,-100,0,-0.5332219092722459,0.24187670648097992,-0.02249130085749361,-0.8209999799728394,"Joan Adon",22925,672851
"Joe Ryan","MIN",5,2,0,0,0,0,0,1,0,0,0,0,0,0,0,-100,0,-0.5199037878389878,0.24187670648097992,-0.021004604394734457,-0.8299999833106995,"Joe Ryan",21390,657746
"Alex Kirilloff","MIN",59,231,8,23,34,1,0.06060606,0.225108225,0.172093023,0.294871794,0.25116279,0.298701298,0.423255813,0.3065006600196705,0.366,94.80540115723657,-1.3345847462769598,-2.8037344469610184,-2.586447596549988,0.253519574458546,-0.8319995403289795,"Alex Kirilloff",20325,666135
"Tony Santillan","CIN",27,8,0,1,0,0,0,0.25,0.142857143,0.2,0.142857142,0.142857142,0.285714285,0.17737807546343123,0.21,1.28737148605383,-0.011464493349194527,-1.0167975138567962,0.9675068259239197,0.021951078737998897,-0.8329999446868896,"Tony Santillan",19926,663574
"Joey Wendle","TBR",136,501,11,73,54,8,0.055888223,0.225548902,0.156521739,0.327433628,0.265217391,0.319361277,0.42173913,0.3168277411873432,0.286,104.97703751484642,1.3171470356173813,4.370033805388886,9.122236967086792,3.0750407331530627,-0.8430002331733704,"Joey Wendle",13853,621563
"Brusdar Graterol","LAD",34,2,0,0,0,0,0,0,0,0,0,0,0,0,0.089,-100,0,-0.5264165638561769,0.24187670648097992,-0.021808892741893023,-0.843999981880188,"Brusdar Graterol",20367,660813
"Edmundo Sosa","STL",113,326,6,39,27,4,0.052147239,0.193251533,0.118055555,0.325791855,0.270833333,0.345679012,0.388888888,0.32185129626937536,0.32,102.38237422269519,0.41172552946954966,1.4004489583308937,7.720627546310425,2.0105377631280303,-0.8520005941390991,"Edmundo Sosa",17022,624641
"John Means","BAL",26,5,0,0,0,0,0,0.4,0.2,0.333333333,0.2,0.2,0.4,0.2483293056488037,0.308,52.231124290001354,0.004519208334386349,-0.28790753037911865,0.604691743850708,0.048952252810569585,-0.8589999675750732,"John Means",16269,607644
"Evan Phillips","- - -",8,3,0,0,0,0,0,1,0,0,0,0,0,0,,-100,0,-0.7896248457842653,0.3628150522708893,-0.0327133398599488,-0.8640000224113464,"Evan Phillips",17734,623465
"Óscar Mercado","CLE",72,238,6,27,19,7,0.088235294,0.176470588,0.144859813,0.253012048,0.224299065,0.299578059,0.369158878,0.29369946874143704,0.279,86.94678930210648,1.8971509139519185,-1.906462426404138,0.0462803840637207,0.6315526809543854,-0.8640000820159912,"Oscar Mercado",16375,640458
"Tarik Skubal","DET",31,3,0,0,0,0,0,0.666666666,0,0,0,0,0,0,0,-100,0,-0.7855114994459932,0.3628150522708893,-0.032074046206431686,-0.875,"Tarik Skubal",22267,669373
"Tanner Anderson","PIT",1,2,0,0,0,0,0,0.5,0,0,0,0,0,0,0.103,-100,0,-0.5357047109480424,0.24187670648097992,-0.0227402645631403,-0.8840000629425049,"Tanner Anderson",18029,664196
"Seth Elledge","STL",11,2,0,0,0,0,0,0,0,0,0,0,0,0,0.114,-100,0,-0.5265196500893159,0.24187670648097992,-0.021819229745792146,-0.8930000066757202,"Seth Elledge",19766,676220
"Framber Valdez","HOU",22,4,0,0,0,0,0,0.5,0,0,0,0,0,0,0.058,-100,0,-1.0419010696164217,0.48375341296195984,-0.04221913454139077,-0.8999999761581421,"Framber Valdez",17295,664285
"Kohei Arihara","TEX",10,2,0,0,0,0,0,0.5,0,0,0,0,0,0,0.05,-100,0,-0.5236250399227662,0.24187670648097992,-0.021377754097932446,-0.9020000100135803,"Kohei Arihara",27505,685503
"Steven Okert","MIA",34,2,0,0,0,0,0,0.5,0,0,0,0,0,0,0.13,-100,0,-0.533379652964644,0.24187670648097992,-0.022507118655018345,-0.9169999957084656,"Steven Okert",13580,595345
"Brent Suter","MIL",61,4,0,0,0,0,0,0.75,0,0,0,0,0,0,0.056,-100,0,-1.0656628784886446,0.48375341296195984,-0.04490429270944442,-0.9209999442100525,"Brent Suter",13942,608718
"Anthony Banda","- - -",30,1,0,1,0,0,0,0,0,0,0,0,0,0,,-100,0,-0.2605262070236466,0.12093835324048996,-0.010635500480688235,-0.9350000619888306,"Anthony Banda",14706,607455
"Daniel Ponce de Leon","STL",24,5,0,0,0,0,0,1,0,0,0,0,0,0,0,-100,0,-1.3162991252232898,0.604691743850708,-0.054548076605808175,-0.9539999961853027,"Daniel Ponce de Leon",16110,594965
"Robert Stock","- - -",3,4,0,0,0,0,0,0.5,0,0,0,0,0,0,0.289,-100,0,-1.050950738524541,0.48375341296195984,-0.04342902832600107,-0.9629999995231628,"Robert Stock",6576,476594
"TJ Friedl","CIN",14,36,1,9,2,0,0.111111111,0.055555555,0.129032258,0.275862068,0.29032258,0.361111111,0.419354838,0.33801162739594776,0.301,105.68558047187047,0.06334333610720932,0.3239134215996312,-0.117768045514822,0.14169302101411035,-0.9869999885559082,"TJ Friedl",19522,670770
"Max Kepler","MIN",121,490,19,61,54,10,0.110204081,0.195918367,0.201877934,0.225396825,0.211267605,0.306122448,0.413145539,0.3090678198871182,0.347,96.54022302394108,3.1004024429712445,1.0247901178066643,4.483872890472412,2.2366714370089538,-1.0216999053955078,"Max Kepler",12144,596146
"Ryan Yarbrough","TBR",30,4,0,0,0,0,0,0.5,0,0,0,0,0,0,0.16,-100,0,-1.0241710123768892,0.48375341296195984,-0.040441247570106253,-1.0390000343322754,"Ryan Yarbrough",16502,642232
"Robinson Chirinos","CHC",45,112,5,13,15,0,0.080357142,0.321428571,0.226804124,0.303571428,0.226804123,0.324324324,0.453608247,0.3361578739441193,0.291,110.35344403847837,-0.6930423064623028,0.7831743695980515,2.0826913118362427,0.6638876151786111,-1.054999589920044,"Robinson Chirinos",3142,455139
"Max Stassi","LAA",87,319,13,45,35,0,0.087774294,0.31661442,0.184397163,0.325443786,0.241134751,0.326018808,0.425531914,0.3268142137034186,0.323,105.40940958253566,-1.1397736629005522,0.9729495583389567,17.299046277999878,2.928736251400134,-1.0669995546340942,"Max Stassi",10059,545358
"Michael Hermosillo","CHC",16,38,3,5,7,0,0.026315789,0.315789473,0.305555556,0.19047619,0.194444444,0.236842105,0.5,0.3072265402266854,0.324,91.55052654500254,0.02468311693519354,-0.3840694438154657,1.3579285591840744,0.22539918300176603,-1.0745999813079834,"Michael Hermosillo",16285,641684
"Cionel Pérez","CIN",25,2,0,0,0,0,0,0,0,0,0,0,0,0,0.079,-100,0,-0.544850730764441,0.24187670648097992,-0.023657384527898742,-1.0769999027252197,"Cionel Perez",19614,672335
"Kevin Plawecki","BOS",64,173,3,15,15,0,0.069364161,0.150289017,0.101910828,0.328125,0.286624203,0.348837209,0.388535031,0.3252582196579423,0.327,100.2109372547464,-0.7221165862865746,-0.6774377915140357,-1.6231248378753662,0.3639673491943185,-1.0830001831054688,"Kevin Plawecki",13807,608700
"Jared Hoying","TOR",2,3,0,0,0,0,0,0.333333333,0,0,0,0,0,0,0.036,-100,0,-0.7988091317826097,-0.03086419217288494,-0.07288377835036466,-1.0850000381469727,"Jared Hoying",10882,592419
"Hunter Owen","PIT",3,5,0,0,0,0,0,0.6,0,0,0,0.2,0,0.14438649415969848,0.188,-16.56220958719397,-0.003422521287575364,-0.7453731714061291,0.023961059749126434,-0.05553124896640063,-1.0920000076293945,"Hunter Owen",20034,670462
"Scott Hurst","STL",7,5,0,0,0,0,0,0.2,0,0,0,0,0,0,0.153,-100,0.1749308705329895,-1.1413682546903003,-0.01661507785320282,-0.0993085631152381,-1.093000054359436,"Scott Hurst",20501,656568
"Duane Underwood Jr.","PIT",43,4,0,0,0,0,0,1,0,0,0,0,0,0,0,-100,0,-1.0714094218960848,0.48375341296195984,-0.0454805291262806,-1.0950000286102295,"Duane Underwood Jr.",14677,621249
"Stuart Fairchild","ARI",12,17,0,3,2,0,0.058823529,0.176470588,0.066666667,0.166666666,0.133333333,0.235294117,0.2,0.20790299247292912,0.278,25.847503348788102,0.0066293098498135805,-1.598174487166617,0.13905677571892738,-0.08916432949692012,-1.0990002155303955,"Stuart Fairchild",20321,656413
"Dillon Peters","PIT",6,8,0,1,0,0,0.125,0.5,0,0,0,0.166666666,0,0.11528609196345012,0.142,-35.47500727799989,0.02862990996800363,-1.3511074176712752,0.9675068259239197,-0.011571950225375965,-1.1130000352859497,"Dillon Peters",18790,596071
"Pablo Sandoval","ATL",69,86,4,11,11,0,0.127906976,0.290697674,0.164383562,0.204545454,0.178082191,0.302325581,0.342465753,0.2905851082746373,0.316,78.4376800807749,-0.6874086461029947,-3.0481107143565453,-0.6654204363003373,-0.08326801886354421,-1.1180002689361572,"Pablo Sandoval",5409,467055
"Scott Kazmir","SFG",5,4,0,0,0,0,0,0.5,0,0,0,0,0,0,0.014,-100,0,-1.0460775968781557,0.48375341296195984,-0.042940372540783714,-1.125,"Scott Kazmir",4897,431148
"David Hess","- - -",15,4,0,0,0,0,0,0.75,0,0,0,0,0,0,,-100,0,-1.066759305929288,0.48375341296195984,-0.04501423731003669,-1.1330000162124634,"David Hess",16130,605276
"Jordan Montgomery","NYY",30,4,0,0,0,0,0,1,0,0,0,0,0,0,0,-100,0,-1.0361459133378115,0.48375341296195984,-0.041642034466235156,-1.1349999904632568,"Jordan Montgomery",16511,656756
"Jorge Bonifacio","PHI",7,12,0,0,2,0,0.083333333,0.5,0,0.2,0.09090909,0.166666666,0.09090909,0.130897656083107,0.136,-24.490649592196657,-0.006845042575150728,-1.9086467066113983,0.04795796796679497,-0.1462405619710709,-1.1360000371932983,"Jorge Bonifacio",12174,593528
"Steven Brault","PIT",7,8,0,0,0,0,0,0.25,0.166666667,0.25,0.166666666,0.166666666,0.333333333,0.20694108804066977,0.111,24.092980355639895,0.02565803937613964,-0.7474125847741739,0.9675068259239197,0.048963735787324145,-1.1400001049041748,"Steven Brault",15291,643230
"Adam Cimber","- - -",72,2,0,0,0,0,0,0.5,0,0,0,0,0,0,,-100,0,-0.533379652964644,0.24187670648097992,-0.022507118655018345,-1.1519999504089355,"Adam Cimber",15288,643256
"Frankie Montas","OAK",32,4,0,0,0,0,0,0.75,0,0,0,0,0,0,0.026,-100,0,-1.0238748666993227,0.48375341296195984,-0.0404115514707291,-1.1530001163482666,"Frankie Montas",14309,593423
"Alfonso Rivas III","CHC",18,49,1,7,3,0,0.081632653,0.326530612,0.090909091,0.481481481,0.318181818,0.387755102,0.409090909,0.3527679114925618,0.289,121.1485621839892,-0.16993517079390585,1.1493059217276618,-1.1156702637672424,0.16809684697263091,-1.1629998683929443,"Alfonso Rivas III",21560,663845
"Bailey Falter","PHI",22,5,0,0,0,0,0,1,0,0,0,0,0,0,0,-100,0,-1.3339266401220669,0.604691743850708,-0.05631568111217047,-1.184000015258789,"Bailey Falter",20070,663559
"Lucas Giolito","CHW",31,4,0,0,0,0,0,0.75,0,1,0.25,0.25,0.25,0.2197638303041458,0.102,33.960637756838615,0.06704984582029283,-0.25636869883589264,0.48375341296195984,0.036550366801164746,-1.2019999027252197,"Lucas Giolito",15474,608337
"Jesse Chavez","ATL",30,3,0,0,0,0,0,1,0,0,0,0,0,0,0,-100,0,-0.8036213500314539,0.3628150522708893,-0.03411684365062585,-1.2030000686645508,"Jesse Chavez",5448,445926
"Miguel Díaz","SDP",25,3,0,0,0,0,0,0.333333333,0,0,0,0,0,0,0.124,-100,0,-0.7791402695589845,0.3628150522708893,-0.031661995737449086,-1.2039999961853027,"Miguel Diaz",18815,622766
"Robbie Ray","TOR",32,5,0,0,0,0,0,0.2,0,0,0,0,0,0,0.106,-100,0,-1.3313485529710163,0.604691743850708,-0.055679118329822926,-1.2050000429153442,"Robbie Ray",11486,592662
"Kris Bubic","KCR",29,5,0,0,0,0,0,0.2,0,0,0,0,0,0,0.068,-100,0,-1.3323529657412876,0.604691743850708,-0.05577983613089555,-1.2060000896453857,"Kris Bubic",21455,663460
"Mike Minor","KCR",28,7,0,0,0,0,0,0.571428571,0,0,0,0,0,0,0.167,-100,0,-1.8652941520378024,0.8465684652328491,-0.07809176819250409,-1.2130000591278076,"Mike Minor",10021,501985
"Eric Campbell","SEA",4,12,0,1,0,0,0.083333333,0.083333333,0,0.3,0.272727272,0.333333333,0.272727272,0.27740687628587085,0.307,78.0505465883526,-0.11331628356128931,-0.43579942258322313,-0.1293579898774624,-0.01542345138848652,-1.217999815940857,"Eric Campbell",6938,493472
"Alex Young","- - -",40,4,0,0,0,0,0,1,0,0,0,0,0,0,,-100,0,-1.0656584379426088,0.48375341296195984,-0.04490384743231779,-1.2309999465942383,"Alex Young",18333,622065
"Yohel Pozo","TEX",21,77,1,8,9,0,0.038961038,0.129870129,0.094594595,0.317460317,0.283783783,0.311688311,0.378378378,0.3001706429890224,0.3,89.00803824651041,-0.4455445527564734,-1.4818027771727005,-1.870492808520794,-0.0714785611655763,-1.2370002269744873,"Yohel Pozo",18848,650968
"Griffin Jax","MIN",18,3,0,0,0,0,0,0.666666666,0,0,0,0,0,0,0.007,-100,0,-0.7798556817584817,0.3628150522708893,-0.03150690733921095,-1.246000051498413,"Griffin Jax",20253,643377
"Seth Frankoff","ARI",4,4,0,0,0,0,0.25,0.5,0,0,0,0.25,0,0.17292913794517517,0.228,3.117458908496387,-0.003422521287575364,-0.49676982211551635,0.48375341296195984,0.012141634402671464,-1.2580000162124634,"Seth Frankoff",11346,571676
"Adrian Sampson","CHC",11,11,0,0,0,0,0,0.636363636,0,0,0,0,0,0,0,-100,0,-2.9144407846248623,1.3303219079971313,-0.12186914826410739,-1.2669999599456787,"Adrian Sampson",13339,592716
"Domingo Germán","NYY",22,3,0,0,0,0,0,0.666666666,0,0,0,0,0,0,0,-100,0,-0.7771094350033586,0.3628150522708893,-0.031231526596785644,-1.2739999294281006,"Domingo German",17149,593334
"Michael Pineda","MIN",22,3,0,0,0,0,0,0.333333333,0,0,0,0,0,0,0.069,-100,0,-0.7798556817584817,0.3628150522708893,-0.03150690733921095,-1.2799999713897705,"Michael Pineda",5372,501381
"Andrew Young","ARI",58,104,6,13,15,0,0.057692307,0.432692307,0.274725275,0.31707317,0.208791208,0.298076923,0.483516483,0.3316044555260585,0.312,106.24298135637922,0.2176470565609634,1.0442037006303728,-6.721326172351837,-0.21965688081887494,-1.2819995880126953,"Andrew Young",19521,670370
"Geraldo Perdomo","ARI",11,37,0,5,1,0,0.162162162,0.162162162,0.161290322,0.32,0.258064516,0.378378378,0.419354838,0.33074301651545934,0.283,105.6831189317791,0.34555420093238354,0.6132463983255247,0.24128477275371552,0.21007182178190104,-1.2979999780654907,"Geraldo Perdomo",22799,672695
"José Berríos","- - -",32,4,0,0,0,0,0,0.5,0,0,0,0,0,0,0.063,-100,0,-1.0524432090273943,0.48375341296195984,-0.04327625083013251,-1.300000011920929,"Jose Berrios",14168,621244
"Dinelson Lamet","SDP",22,7,0,0,0,0,0.142857142,0.857142857,0,0,0,0.142857142,0,0.09881665025438581,0.099,-39.78552205182816,-0.003422521287575364,-1.2491053464772048,0.8465684652328491,-0.016832507222912907,-1.312999963760376,"Dinelson Lamet",17186,659275
"Daniel Castano","MIA",5,5,0,0,0,0,0,0.4,0,0,0,0,0,0,0.073,-100,0,-1.33344913241161,0.604691743850708,-0.05626779887887367,-1.3339999914169312,"Daniel Castano",19805,641447
"Eddy Alvarez","MIA",24,74,1,8,6,1,0.054054054,0.243243243,0.140625,0.244444444,0.1875,0.297297297,0.328125,0.27701588526164017,0.327,70.54884611459208,1.0051818231586367,-1.7692961330436097,-2.2497787177562714,-0.15424708442459031,-1.3509998321533203,"Eddy Alvarez",16959,657193
"Braxton Garrett","MIA",8,11,0,1,0,0,0,0.363636363,0,0.285714285,0.181818181,0.181818181,0.181818181,0.15982824022119696,0.163,-5.613201666232516,-0.01302097737789154,-1.4919867983993438,1.3303219079971313,0.020767864983840728,-1.3630000352859497,"Braxton Garrett",21844,666129
"Dustin May","LAD",5,4,0,0,0,0,0,0.75,0,0,0,0,0,0,0,-100,0,-1.0528331277123537,0.48375341296195984,-0.043617785483786045,-1.3640000820159912,"Dustin May",19716,669160
"Cole Tucker","PIT",43,131,2,15,12,2,0.099236641,0.251908396,0.119658119,0.289156626,0.222222222,0.297709923,0.341880341,0.2819152005756174,0.274,72.81980594583699,0.11844460689462721,-4.4144027307687175,-3.27525594830513,-0.33069827395563073,-1.387799859046936,"Cole Tucker",17326,657061
"Ranger Suárez","PHI",39,23,0,2,1,0,0.04347826,0.217391304,0.125,0.272727272,0.1875,0.277777777,0.3125,0.2653331889046563,0.252,62.881064982849686,0.02851632167585194,-1.0583361247559822,2.7815821170806885,0.2501184630704256,-1.4119999408721924,"Ranger Suarez",17277,624133
"Jacob Robson","DET",4,7,0,1,0,0,0,0.571428571,0,0,0,0,0,0,0.134,-100,-0.12657994031906128,-1.9594401056930453,0.09296424686908722,-0.16310017879008534,-1.4159998893737793,"Jacob Robson",19528,615699
"Tony Gonsolin","LAD",17,19,0,2,0,0,0.052631578,0.421052631,0.058823529,0.333333333,0.176470588,0.222222222,0.235294117,0.20508187346988255,0.14,26.532623220654898,-0.10324337403289974,-1.8802759045292,2.2978286743164062,0.1057428126453246,-1.4189999103546143,"Tony Gonsolin",19388,664062
"Michael Wacha","TBR",30,3,0,0,0,0,0,1,0,0,0,0,0,0,0,-100,0,-0.7681282592826669,0.3628150522708893,-0.030330936424688953,-1.4199999570846558,"Michael Wacha",14078,608379
"Josh VanMeter","ARI",112,310,6,26,36,3,0.106451612,0.267741935,0.142335766,0.278074866,0.211678832,0.296774193,0.354014598,0.28658214153782013,0.274,76.98228900274329,-0.9191550097893924,-10.003028362452532,-2.21288400888443,-0.18282282857309934,-1.4242002964019775,"Josh VanMeter",15170,642165
"José Peraza","NYM",64,154,6,21,20,1,0.058441558,0.168831168,0.176056338,0.209090909,0.204225352,0.266233766,0.38028169,0.2804335638300165,0.268,77.61164412310605,0.6442902470007539,-3.7449582230537883,5.032040059566498,0.6467665949931145,-1.4395999908447266,"Jose Peraza",13593,606299
"Jack López","BOS",7,16,0,2,0,0,0.0625,0.375,0.153846154,0.285714285,0.153846153,0.214285714,0.307692307,0.22678640059062413,0.152,33.66616646024259,-0.04916263767518103,-1.3486053443385453,-0.13635829091072083,-0.09390801046272237,-1.4610000848770142,"Jack Lopez",13663,605346
"Lance McCullers Jr.","HOU",30,4,0,0,0,0,0,0.75,0,0,0,0,0,0,0.016,-100,-0.004978897050023079,-1.0468799666664448,0.48375341296195984,-0.042718394982404234,-1.4779999256134033,"Lance McCullers Jr.",14120,621121
"Manuel Margot","TBR",125,464,10,55,57,13,0.079741379,0.150862068,0.128266033,0.28115942,0.254156769,0.313174946,0.382422802,0.3012125276174566,0.318,94.42467016998235,-0.2168198935687542,-3.384130112945578,8.135331630706787,2.071346338966774,-1.4875996112823486,"Manuel Margot",14712,622534
"Rowdy Tellez","- - -",106,325,11,34,36,0,0.07076923,0.2,0.171717172,0.274774774,0.242424242,0.304615384,0.414141414,0.30585217085954186,0.34,89.01449086598235,-0.18956380896270275,-4.455296428603958,-9.588501870632172,-0.30427199666837923,-1.5219993591308594,"Rowdy Tellez",15679,642133
"William Contreras","ATL",52,185,8,19,23,0,0.102702702,0.291891891,0.18404908,0.264705882,0.214723926,0.302702702,0.398773006,0.3033733335526093,0.32,86.74894381780727,-0.7069009491242468,-3.827726317880594,-3.518842935562134,-0.11476228118767384,-1.5309994220733643,"William Contreras",20503,661388
"Sean Nolin","WSN",10,6,0,0,0,0,0,0.5,0,0,0,0,0,0,0.042,-100,0,-1.5996657278167377,0.7256301045417786,-0.06747390406669937,-1.5529999732971191,"Sean Nolin",11341,543594
"Luis Garcia","HOU",30,6,0,0,0,0,0,0.166666666,0,0,0,0,0,0,0.155,-100,0,-1.5628516044246326,0.7256301045417786,-0.06332870330630469,-1.5749999284744263,"Luis Garcia",23735,677651
"Ryan Dorow","TEX",3,7,0,0,0,0,0.142857142,0.428571428,0,0,0,0.142857142,0,0.09881665025438581,0.175,-47.061909704025496,-0.003422521287575364,-1.2637990239025894,0.13555923849344254,-0.08907332828844303,-1.5780000686645508,"Ryan Dorow",23559,676900
"Jacob Wilson","- - -",12,21,0,3,1,0,0.047619047,0.142857142,0.15,0.176470588,0.15,0.19047619,0.3,0.2085903286933899,0.224,29.43952895323333,0.21745581878349185,-1.5967344069474891,0.588059198576957,-0.028961423338936275,-1.5830000042915344,"Jacob Wilson",13254,607111
"Pavin Smith","ARI",145,545,11,68,49,1,0.07706422,0.194495412,0.136546184,0.319371727,0.267068273,0.328440366,0.403614457,0.3182173118214397,0.317,97.54247134845076,-2.078968422487378,-3.784038904596229,-7.049533128738403,0.7457947339179852,-1.5848009586334229,"Pavin Smith",19892,656976
"Bryan De La Cruz","MIA",58,219,5,17,19,1,0.08219178,0.242009132,0.130653266,0.38028169,0.296482412,0.356164383,0.427135678,0.33898476613770934,0.301,110.82337219264897,-0.6072245163377374,2.41032184942165,-0.34851133823394775,0.9429642087593275,-1.5890001058578491,"Bryan De La Cruz",19600,650559
"Cody Ponce","PIT",15,7,0,0,0,0,0,0.571428571,0,0,0,0,0,0,0.041,-100,0,-1.8749664883181483,0.8465684652328491,-0.0795909267181003,-1.5900001525878906,"Cody Ponce",17920,664074
"Grayson Greiner","DET",31,82,1,7,7,0,0.109756097,0.37804878,0.097222222,0.4,0.236111111,0.320987654,0.333333333,0.29317552513546413,0.24,84.26078364047768,-0.21258446318097413,-1.7927370064595027,0.10385581851005554,0.11250744970970218,-1.6039999723434448,"Grayson Greiner",17062,606988
"Marco Gonzales","SEA",25,4,0,0,0,0,0,0.5,0,0,0,0,0,0,0.191,-100,0,-1.0255758938542452,0.48375341296195984,-0.04058212249459442,-1.6120001077651978,"Marco Gonzales",15467,594835
"Dexter Fowler","LAA",7,21,0,3,1,1,0.047619047,0.285714285,0,0.357142857,0.25,0.285714285,0.25,0.242237769422077,0.267,48.25478247578492,0.17842827166896313,-1.1520003162940446,-0.6240291893482208,-0.10590811274029398,-1.6420001983642578,"Dexter Fowler",4062,451594
"Jake McCarthy","ARI",24,70,2,11,4,3,0.114285714,0.328571428,0.152542372,0.323529411,0.220338983,0.333333333,0.372881355,0.31518864804419916,0.255,95.57409630998457,0.12672107992693782,-0.26768830751674044,1.1651861369609833,0.3253169022856841,-1.6629998683929443,"Jake McCarthy",21622,664983
"Humberto Mejía","ARI",5,8,0,1,0,0,0,0.25,0.142857143,0.2,0.142857142,0.142857142,0.285714285,0.17737807546343123,0.248,6.008891633527959,0.04952160269021988,-0.9077253706448355,0.9675068259239197,0.032888321620342637,-1.6630001068115234,"Humberto Mejia",20739,650668
"Jaylin Davis","SFG",5,9,0,1,0,0,0,0.111111111,0.111111111,0.125,0.111111111,0.111111111,0.222222222,0.1379607253604465,0.128,-15.763802924325985,0,-1.3263634282444583,0.25905367732048035,-0.07676938283002809,-1.6640000343322754,"Jaylin Davis",19552,664041
"Austin Barnes","LAD",77,225,6,28,23,1,0.088888888,0.248888888,0.13,0.268115942,0.215,0.299107142,0.345,0.2847319844057742,0.274,78.29845188590183,0.026260092854499817,-6.18987548400697,5.364521026611328,0.6736231371939247,-1.6709998846054077,"Austin Barnes",12158,605131
"Jordan Lyles","TEX",32,6,0,0,0,0,0,0.833333333,0,0,0,0,0,0,0.037,-100,0,-1.5708751197682986,0.7256301045417786,-0.0641332637880159,-1.6779999732971191,"Jordan Lyles",7593,543475
"Curt Casali","SFG",77,231,5,20,26,0,0.112554112,0.285714285,0.14,0.286821705,0.21,0.313043478,0.35,0.2891175237904608,0.28,82.4753186183086,-1.3341531350743026,-6.4877370806132655,2.09555883705616,0.33612906756619637,-1.6959996223449707,"Curt Casali",12510,592200
"Johan Oviedo","STL",14,22,0,3,2,0,0.09090909,0.409090909,0,0.272727272,0.15,0.227272727,0.15,0.18275450305505234,0.157,11.98123503014093,-0.12425249186344445,-2.589412963190449,2.6606438159942627,0.08110041948880492,-1.7049999237060547,"Johan Oviedo",22487,670912
"Tim Lopes","MIL",7,11,0,1,0,0,0.09090909,0.363636363,0,0.166666666,0.1,0.181818181,0.1,0.14279744299975308,0.209,-16.46646378201421,-0.42630820960039273,-2.0572588531874527,-0.5020069032907486,-0.2196523031266471,-1.7059999704360962,"Tim Lopes",14137,621005
"Nick Gordon","MIN",73,216,4,19,23,10,0.055555555,0.254629629,0.115,0.309859154,0.24,0.291666666,0.355,0.28297753990800295,0.318,78.90907009492129,2.235340650891885,-3.3423129132419342,-1.3824585676193237,0.2686839707586021,-1.7219996452331543,"Nick Gordon",16337,624503
"Henry Ramos","ARI",18,55,1,5,8,0,0.072727272,0.218181818,0.1,0.236842105,0.2,0.254545454,0.3,0.24381936571814797,0.261,49.19010515866521,0.3290022809524089,-3.2286068367747096,-0.6915002167224884,-0.20819563751264467,-1.7220001220703125,"Henry Ramos",11481,592656
"Jhoulys Chacín","COL",46,7,0,0,0,0,0,0.285714285,0,0,0,0,0,0,0.16,-100,0,-1.9917560751602084,0.8465684652328491,-0.09130203864644935,-1.7279999256134033,"Jhoulys Chacin",2608,468504
"Jose Lobaton","CHC",6,13,0,1,0,0,0.153846153,0.384615384,0,0,0,0.153846153,0,0.10641793104318473,0.207,-38.95806830009838,-0.006845042575150728,-2.306561877447925,-1.5437076389789581,-0.3423846748668939,-1.7400000095367432,"Jose Lobaton",4243,446653
"Hanser Alberto","KCR",103,255,2,25,24,3,0.015686274,0.101960784,0.132780083,0.293023255,0.269709543,0.290836653,0.402489626,0.29628172196240066,0.294,82.57544517046128,0.8192185498774052,-4.620844440861488,-0.5117219388484955,0.3618478305437877,-1.743999719619751,"Hanser Alberto",11902,593643
